,Company,Address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items,coords,Longitude,Latitude
1483,Crystal & Dominique House of Beauty/Master Thift Store,1730-36 E. 87th St.,Stony Island/Burnside,2014-07-31T00:00:00.000,32700.0,24525.0,roofing,"[41.7366889, -87.6226992]",-87.6226992,41.7366889
1484,Jeffery Manor Auto Wash Inc,2544 E. 95th St.,Commercial Avenue,2014-08-04T00:00:00.000,9130.0,6847.5,asbestos abatement; demolition and removal of existing wall paneling; install new PVC paneling on walls and ceiling; removal of asbestos,"[41.7226258, -87.56313349999999]",-87.56313349999999,41.7226258
1485,Active Electrical Supply Co.,4240 W. Lawrence Ave.,Lawrence/Pulaski,2014-08-05T00:00:00.000,118398.0,58029.11,"re-roofing including tuckpointing and masonry repairs on parapet walls and behind flashings, installation of new gutter and downspouts, tuckpointing and masonry repairs on east elevation, new exterior service doors, and installation of aluminum capping on fascia, trim and soffits","[41.96844, -87.734685]",-87.734685,41.96844
1486,Janson's Drive-In,9900 S Western Ave,Western/Rock Island,2014-08-07T00:00:00.000,43952.33,32964.25,"the balance of the rehabilitation expenses for the restaurant: electrical (interior and exterior), lighting (including lights in parking lot) HVAC (rooftop units, curbs, gas lines, ductwork, insulation, diffusers, grilles, thermostat), curbs for exhaust fans and make-up air unit, gas lines, exhaust hood system with associated ductwork, make-up air unit, associated electrical, fire suppression items, walk-in cooler and freezer, parking lot renovations, and doors and frames","[41.7133468, -87.6822789]",-87.6822789,41.7133468
1487,"Hyde Park Building & Material Supplies, Inc.",4630 S. Cottage Grove Ave.,43rd/Cottage Grove,2014-08-08T00:00:00.000,133400.0,100000.0,"HVAC improvements (furnace, condenser, ductwork, and thermostat); parking lot improvements (north of building: excavate and remove existing pavement and install asphalt; south and center of building: install asphalt surface; demolish and install new concrete pad); and replacement of office and warehouse roofs","[41.8105713, -87.6071225]",-87.6071225,41.8105713
1488,Fortineaux Associates,11622 S. Western Ave.,Western Rock Island,2014-08-14T00:00:00.000,14278.0,10708.5,"roofing, demolish overhang on roof, structure repairs, plywood and rafter replacement, proper leveling, plumbing, removal and disposal of damaged electrical pipes, rewiring of electrical on roof, gutters and downspouts","[41.682009, -87.681246]",-87.681246,41.682009
1489,Blue Buddha Boutique,1127 W. Granville Ave.,Hollywood/Sheridan,2014-08-18T00:00:00.000,35320.0,26490.0,"exterior work including installation of new awning system (frame and canvas); and interior work including carpentry and framing work, new drywall and insulation in kitchen and storage areas, sealing of wall openings around ducts in utility room and installation of new door to utility room per city code requirements","[41.9944379, -87.6595718]",-87.6595718,41.9944379
1490,"Marigold, Inc.",8815 S. Dobson Ave.,Stony Island/Burnside,2014-08-25T00:00:00.000,149673.0,74836.5,new roofing systems,"[41.7330938, -87.5976889]",-87.5976889,41.7330938
1491,"Karmina Jewlery, Inc.",3610 W. Irving Park Rd.,Irving Park/Elston,2014-08-28T00:00:00.000,37203.0,27745.0,"new storefront windows and doors, new drywall, replacement of flooring with new tiling, interior trimwork and doors, painting and finishing, and building permits","[41.9535708, -87.7187189]",-87.7187189,41.9535708
1492,"Ossie C. Dockery Youth and Adult Center, Inc.",6733 S. South Chicago Ave.,West Woodlawn,2014-08-28T00:00:00.000,70000.0,51319.25,"exterior work including tuckpointing and masonry repairs on faÃ§ade, removal of old awning frame and associated masonry repairs, and installation of front entry bump for handicap accessibility; and interior work including installation of furnace and AC with vents and ductwork, installation of cage system to secure rooftop condenser, carpentry and framing and drywall for ceilings and new walls, rough and finish electrical including light fixtures, new interior doorways, interior painting, carpeting, retrofitting of existing washroom for handicap accessibility, and electrical permit fees","[41.7722342, -87.6141675]",-87.6141675,41.7722342
1493,Illinois Engraving & Manufacturing Co.,4530 N. Ravenswood Ave.,Ravenswood,2014-08-29T00:00:00.000,9600.0,4625.5,new storefront windows and frames,"[41.964308, -87.674814]",-87.674814,41.964308
1494,"Maddiebird Bakery, LLC",1445 W. Devon Ave.,Devon/Sheridan,2014-08-29T00:00:00.000,21072.04,15804.03,"front dining area: demolition, installation of bead board and borders on side wall, new countertops; front kitchen area: epoxy flooring and new partition wall; plumbing materials and labor; install grease trap; install two permanent stainless steel shelves; venting for oven area; painting; remove and replace drop ceiling tiles; back kitchen area repairs including new back door and drywall; electrical; general contractor services; shed awning; new hood system and exhaust fan (venting for oven area); ADA grab bars; countertops materials; plumbing materials; permanent shelving materials","[41.9979507, -87.6672091]",-87.6672091,41.9979507
1495,Racine Paper Box Mfg. Inc.,3522 W. Potomac Ave.,Division/Homan,2014-09-02T00:00:00.000,101110.0,50555.0,"roofing, sprinklers, lighting , plumbing, doors, HVAC, tuck-pointing/masonry","[41.90482799999999, -87.715352]",-87.715352,41.90482799999999
1496,"Pediment Ventures, LLC - Series 6300",6300 S. Woodlawn Ave.,Woodlawn,2014-09-02T00:00:00.000,79800.0,34652.5,"HVAC, plumbing, flooring, carpentry, electrical.","[41.7802796, -87.5964954]",-87.5964954,41.7802796
1497,Gateway to Learning,4925 N. Lincoln Ave.,Western Avenue North,2014-09-03T00:00:00.000,39845.0,29883.75,"shed awning, bathroom remodeling for ADA compliance (demolition, framing, doors, masonry, wall openings for fixtures and ADA compliance, ceiling tiles, painting, flush valves, sinks, counters, partitions, grab bars, lighting)","[41.9716169, -87.69028980000002]",-87.69028980000002,41.9716169
1498,Jessica Hyang Koo,1523-31 W. Lawrence Ave.,Clark/Montrose,2014-09-11T00:00:00.000,134125.0,100000.0,faÃ§ade renovation with aluminum panel system; roofing; soffits; lighting; new asphalt and painting for parking lot; repairs to aluminum storefront; clean and paint walls; remove and replace parking lot light pole and light; masonry repairs; and signage,"[41.9685083, -87.66842659999999]",-87.66842659999999,41.9685083
1499,Midwest Fence Corporation,3233 W. Grand Ave.,Division/Homan,2014-09-11T00:00:00.000,216450.0,101550.0,"installation of four new double pane sliding windows on front faÃ§ade; the first half of a re-roofing project over the industrial warehouse manufacturing facility including disposal of defunct equipment, repairs to bow truss system, new insulation material and a modified bitumen membrane with new flashings and drainage systems","[41.89759309999999, -87.7069429]",-87.7069429,41.89759309999999
1500,"3740 West Irving Park, LLC / DuSable Construction, Inc.",3740-2 W. Irving Park Rd.,Irving Park/Elston,2014-09-11T00:00:00.000,53616.0,30921.0,"demolition, new roofing, and new gutters","[41.9539744, -87.72192679999999]",-87.72192679999999,41.9539744
1501,VZN Eyecare,6814 N. Sheridan Rd.,Devon/Sheridan,2014-09-11T00:00:00.000,62000.0,35000.0,"Walls, floor, ceiling, HVAC, electrical, plumbing, doors, bathroom tile, cabinetry, glass wall and painting.","[42.00599010000001, -87.6614031]",-87.6614031,42.00599010000001
1502,"Broadway Medical Office, S.C.",5449 N. Broadway,Bryn Mawr/Broadway,2014-09-11T00:00:00.000,37500.0,21344.12,"balance of approved project scope: repairs to garage floor drainage and sump pump; HVAC improvements to lobby and hallway and associated ductwork, repairs to water damaged ceiling (including insulation, drywall, and ceiling tiles), painting, flooring, inspect and repair sewer line, demolish awnings, remove and replace entrance door and transom, tuckpoint facade at second floor, demolish stucco facade at first floor and replace with City Design Guideline compliant brick; deconvert two apartment units into space for additional medical office functionality (includes demolition, framing, drywall, and finish carpentry); demolish porch and private apartment entrance area and stairs; roofing","[41.98140120000001, -87.6595535]",-87.6595535,41.98140120000001
1503,"Priority Plumbing, Inc.",2542 W. Division St.,Humboldt Park,2014-09-12T00:00:00.000,32213.0,24159.75,"completion of the first floor build out for the plumbing company office including tool warehouse; flooring, insulation and drywall, electrical including light fixtures, plumbing and fixtures for new handicap accessible restrooms, installation of new ceiling tiles, and storefront renovations including new stonework, windows and doors","[41.9013102, -87.69699729999999]",-87.69699729999999,41.9013102
1504,"Baron's Shoes of Mt. Greenwood, Inc.",3101 W. 111th St.,111th/Kedzie,2014-09-12T00:00:00.000,9700.0,6225.0,resurfacing of parking lot with asphalt and replacing the damaged and worn carpet throughout the retail area of store,"[41.69139029999999, -87.6985926]",-87.6985926,41.69139029999999
1505,Serenity Family Wellness,641 W. Grand Ave.,River West,2014-09-12T00:00:00.000,54829.43,41122.07,rough and finish carpentry for build out of treatment and therapy rooms; modifications to ventilation system and ductwork; electrical system improvements and light fixtures; rough and finish plumbing including build out of handicap accessible restroom including fixtures; flooring; and masonry work to create rear doorway to meet City fire code and allow for handicap accessibility,"[41.8706758, -87.8071234]",-87.8071234,41.8706758
1506,"Little Kids Village, Inc.",3732 W. 63rd St.,63rd/Pulaski,2014-09-16T00:00:00.000,37588.77,28191.58,"exterior work including installation of a new storefront system including frame, windows and doors, and stone knee wall, masonry work and installation of exterior stairwell to second floor; and interior work including rough carpentry and framing, new footings and piers, an interior stairwell, new windows and doors, rough plumbing work, and HVAC work including furnace set up and duct work","[41.77902599999999, -87.71678299999999]",-87.71678299999999,41.77902599999999
1507,"Chicago Lock Box, LLC",3400 W. 111th St.,111th/Kedzie,2014-09-22T00:00:00.000,10977.0,8232.75,underground plumbing work to install a new 1â€ copper water service line including excavation and concrete work on the shopâ€™s interior and on sidewalk,"[41.6916455, -87.7059329]",-87.7059329,41.6916455
1508,"3031 Whipple, LLC",3031 - 3037 W. 111th St.,111th/Kedzie,2014-09-25T00:00:00.000,154850.0,98584.0,"complete renovation of a vacant storefront consisting of: exterior improvements including masonry work and tuckpointing on faÃ§ade; installation of new storefront system with window wall and entry doors; and interior renovations including concrete work; rough and finish carpentry; framing and drywall; installation of 900 amp electrical service, rough-in and light fixtures; rough and finish plumbing and fixtures; installation of HVAC system including ductwork; flooring and tiling, painting and finishing work","[41.6913588, -87.6973807]",-87.6973807,41.6913588
1509,"Copeland Dental, Inc. dba Copeland Dental Care",5955 W. Irving Park Rd.,West Irving Park,2014-09-30T00:00:00.000,39845.0,29883.75,"new aluminum storefront frames, new storefront windows, and a new door; aluminum frame shed fabric awning, permit expenses; HVAC improvements; new flooring, baseboards, and painting; demolition, drywall, painting, trim, ceiling tiles; cabinets and countertops; bathroom renovations (ceiling tiles, paiting, drywall, remove cabinets)","[41.9528469, -87.77649389999999]",-87.77649389999999,41.9528469
1510,The Roscoe Company,3535 W. Harrison St.,Midwest,2014-10-15T00:00:00.000,122459.95,60256.85,"roofing work including patching and repairs, removal of defunct rooftop equipment, cleaning and resealing of flashings, tuckpointing and masonry repairs on parapet walls; ceiling repairs and restoration to beams and joist and painting and priming of walls and ceilings throughout first and second floor; installation of a secure access control system (not including system software or monitors) that allows employees to enter from all access points; and replacement of an overhead steel door used by company trucks with all necessary framing and electrical connections","[41.8733269, -87.7142537]",-87.7142537,41.8733269
1511,"PAT, LLC",5719 W. North Ave.,Austin Commercial,2014-10-15T00:00:00.000,20036.3,14802.23,"Tuck-pointing, masonry, HVAC","[41.9090429, -87.769161]",-87.769161,41.9090429
1512,"Sip and Savor Bronzeville, Inc.",528 E. 43rd St.,43rd/Cottage Grove,2014-10-15T00:00:00.000,38366.93,28775.2,"demolition of glass storefront, rolling shutters, and existing electrical; lighting; remove and replace furnace and HVAC condenser; install dehumidifier; interior carpentry and drywall repairs associated with storefront renovations; install new storefront system and doors; install brick wall under storefront ; repairs to concrete steps; painting","[41.81691, -87.612841]",-87.612841,41.81691
1513,"Empire Cooler Service, Inc.",940 W. Chicago Ave.,River West,2014-10-16T00:00:00.000,57817.6,28908.8,demolish existing sectional doors and replace with new sectional doors; construction of new structural subfloor; installation of corrosive resistant epoxy flooring; concrete restoration; demolition of old fencing and installation of new metal fencing and gates,"[41.8965488, -87.6515158]",-87.6515158,41.8965488
1514,Porchlight Music Theatre,4200 W. Diversey Ave.,Pulaski Industrial,2014-10-16T00:00:00.000,15500.0,11625.0,HVAC and ductwork,"[41.9318448, -87.7322263]",-87.7322263,41.9318448
1515,ABC Dance Academy,4444-6 N. Milwaukee Ave.,Jefferson Park,2014-10-16T00:00:00.000,14363.01,8748.45,"plumbing, painting, flooring, ceiling, lighting","[41.9617966, -87.755917]",-87.755917,41.9617966
1516,Crystal & Dominique House of Beauty/Master Thift Store,1730-36 E. 87th St.,Stony Island/Burnside,2014-10-16T00:00:00.000,59700.0,44775.0,"carpentry, electrical, drywall, flooring, bathrooms, concrete, hot water tank, ceilings, lighting, and doors.","[41.7366889, -87.6226992]",-87.6226992,41.7366889
1517,Sunshine Gospel Ministries,501 E. 61st St.,West Woodlawn,2014-10-17T00:00:00.000,52427.0,32109.0,"plumbing, carpentry and stairs.","[41.7840929, -87.61296779999999]",-87.61296779999999,41.7840929
1518,"James Calvetti Meats, Inc.",4240 S. Morgan St.,Stockyards Annex,2014-10-21T00:00:00.000,178830.83,77416.5,removal and replacement of nine (9) existing rooftop refrigeration units with nine (9) new energy efficient rooftop refrigeration units,"[41.81639699999999, -87.651156]",-87.651156,41.81639699999999
1519,The Purple Dream Corp. dba Via Lima Restaurant,4020-24 N. Lincoln,Western Avenue South,2014-10-22T00:00:00.000,153888.2,66666.67,"partial electrical, plumbing, HVAC, concrete, and facade.","[41.9548186, -87.67946959999999]",-87.67946959999999,41.9548186
1520,"M & M Box Partition Co., Inc.",4141 W Grand Ave.,Pulaski Industrial,2014-10-22T00:00:00.000,53336.0,26668.0,"tuckpointing and masonry repairs to north elevation including caulking above window ledges and above capstone joints, parapet wall repairs, and installation of an 8â€ wrought iron fence and sliding gate system replacing a chain link system","[41.9077501, -87.7306545]",-87.7306545,41.9077501
1521,"Liberty Hardware Enterprise, Inc.",2534-8 E. 79th St.,Avalon Park/South Shore,2014-10-23T00:00:00.000,40000.0,30000.0,demolish old roof and replace with new roof for 2534 E. 79th St.,"[41.7519756, -87.5713695]",-87.5713695,41.7519756
1522,Karen Bowman,7400 S. Racine Ave.,79th St. Corridor,2014-10-23T00:00:00.000,24400.0,11346.0,"excavating the existing concrete and gravel lot, installing a new gravel sub-base, concrete barrier curbs, and installing a new asphalt surface with new drains and a concrete step by a rear exit doorway","[41.7594471, -87.6544522]",-87.6544522,41.7594471
1523,Roberts Touch B and Y Salon,1606 S. Pulaski Rd.,Midwest,2014-10-23T00:00:00.000,14500.0,10875.0,"drywall, electrical, plumbing, flooring, ceiling, bathroom, lighting and painting.","[41.858565, -87.725241]",-87.725241,41.858565
1524,"Peace Infants and Toddler Center, LLC",6242 N. Clark St.,Clark/Ridge,2014-10-24T00:00:00.000,51243.03,38432.27,"demolition, framing, drywall, ceiling tiles, tile work, installation of new door jambs, frames, window openings, baseboards, trim, and lock sets, GC services, plumbing for mop basin, hand sinks, drinking fountain, three compartment and changing sinks; bathroom renovations (includes ADA-accessibility improvements and floor drains, and conversion of other bathrooms to water closets), fire alarm system, HVAC, electrical, architectural expenses, materials expenses, and permit expenses","[41.9953472, -87.67046859999999]",-87.67046859999999,41.9953472
1525,Pet Care Plus Ltd.,350 N. Laflin,Kinzie Industrial,2014-10-24T00:00:00.000,232890.96,100000.0,"Roofing, Heating/Cooling, Electrical, Plumbing, Gas, Office Buildout, Parking","[41.8879689, -87.6645133]",-87.6645133,41.8879689
1526,Paket Corp.,9165 S. Harbor,South Chicago,2014-10-24T00:00:00.000,57125.0,27979.0,"removal of old windows and frames, damaged masonry, and installation of new glass black windows on north and south walls including exhaust fans, vents and limestone sills on 5 of the windows","[41.72881, -87.541579]",-87.541579,41.72881
1527,Porchlight Music Theatre,4200 W. Diversey Ave.,Pulaski Industrial,2014-10-24T00:00:00.000,10170.0,7627.5,fabricate and install perpendicular-mounted signage; demolition; build wall between dance studios with door; remove drop ceiling; install five windows in north rehearsal room,"[41.9318448, -87.7322263]",-87.7322263,41.9318448
1528,Racine Paper Box Mfg. Inc.,3522 W. Potomac Ave.,Division/Homan,2014-10-25T00:00:00.000,107599.0,53799.5,"Overhead door, HVAC, lighting, fencing, paving, and roofing.","[41.90482799999999, -87.715352]",-87.715352,41.90482799999999
1529,"Circle Creations, Inc. dba Lion Circle",4600 W. 72nd Street,Greater Southwest West,2014-10-27T00:00:00.000,32347.75,16173.88,Roof replacement,"[41.7623153, -87.73668359999999]",-87.73668359999999,41.7623153
1530,"New Look Apparel, Inc.",3925 W. Madison St.,Madison/Austin,2014-10-27T00:00:00.000,62000.0,46500.0,"remodeling a retail store including storefront renovations including removal of knee wall, installation of new frame, doors and windows; removal and replacement of grid ceiling system and tiles; electrical work and light fixtures; framing and drywall work, new walls for retail area; new plumbing fixtures; flooring; painting and finishing and permit fees","[41.8806423, -87.72391999999999]",-87.72391999999999,41.8806423
1531,"Uptown Psychiatry Specialists, Inc.","4753 N. Broadway, Suite 918",Lawrence/Broadway,2014-10-28T00:00:00.000,66844.0,33422.0,"renovations to existing office space and buildout of new office space including creating an opening between two offices, carpentry and framing work, drywall and plaster work, insulation for sound in treatment rooms, insulation around ceiling mounted AC units, new light fixtures, outlets and switches, doors and interior windows, flooring and carpeting, painting and finishing work","[41.9687669, -87.65911229999999]",-87.65911229999999,41.9687669
1532,"Bam Auto House, Inc. / Peeple Trans Cab, Inc.",151 N. Cicero Ave.,Madison/Austin,2014-10-28T00:00:00.000,36000.0,27000.0,demolish old concrete slab and replace,"[41.8835149, -87.7449218]",-87.7449218,41.8835149
1533,"Audio Archaeology, Inc.",1324 W. Devon Ave.,Devon/Sheridan,2014-10-28T00:00:00.000,11440.0,8580.0,removal and replacement of storefront system and door; demolition and replacement of drywall and acoustical ceiling,"[41.9982873, -87.6641349]",-87.6641349,41.9982873
1534,Paws & Claws Daycare Inc,5015 N Western Ave,Western Avenue North,2014-10-29T00:00:00.000,1300.0,975.0,incidental roof patching associated with new faÃ§ade siding and windows,"[41.9727337, -87.688749]",-87.688749,41.9727337
1535,GB Group Inc,3932 N Lincoln,Western Avenue South,2014-10-31T00:00:00.000,32000.0,24000.0,"exterior improvements including tuckpointing and copper restoration on the faÃ§ade, replacement of exterior doors in the rear entry, upgrades to sliding wrought iron fencing with associated electrical and concrete work, installation of and wiring for security cameras, and installation of new gutters and downspouts; and interior renovations including replacement of water heater, interior carpentry and repairs, flooring, lighting upgrade, bathroom renovation, painting and finishing","[41.95319620000001, -87.67824829999999]",-87.67824829999999,41.95319620000001
1536,"Marcat, Inc. dba Anmar Foods",2142-50 W. Carroll Ave.,Kinzie Industrial,2014-10-31T00:00:00.000,43909.98,21954.99,repairs to sewer line; grease trap replacement; bathroom renovations; replacement of hydraulic leveler in loading dock area,"[41.887941, -87.68133499999999]",-87.68133499999999,41.887941
1537,"Jazzy Flowers, LLC",35 S. Racine Ave.,Central West,2014-10-31T00:00:00.000,39085.0,21875.0,"doors, flooring, painting, ductwork, cabinetry, countertops, electrical and plumbing.","[41.8804461, -87.6569738]",-87.6569738,41.8804461
1538,Duwell Fish Inc. #2,617 S. Pulaski Rd,Midwest,2014-11-03T00:00:00.000,118186.88,88640.16,"demolition and removal of dilapidated second story of the building, re-roofing the property, rough carpentry and framing work on the interior and for new roof structure, rough plumbing work including installation of a new water heater, rough electrical work, HVAC work, and masonry work including installing a new brick veneer on faÃ§ade","[41.8729382, -87.72508959999999]",-87.72508959999999,41.8729382
1539,"Ruby's Restaurant, Inc.",3175 W. Madison St.,Midwest,2014-11-03T00:00:00.000,62481.0,46860.75,demolition; shed awning; provide missing metal storefront covers; clean and paint existing glazing and trim; brick cleaning; interior demolition of dining and back room areas; doors and hardware; patch walls; build partition wall; tile flooring for dining and private dining area; ceiling tiles throughout restaurant; painting throughout restaurant; exhaust fans for restrooms; and new light fixtures,"[41.8808233, -87.7058374]",-87.7058374,41.8808233
1540,"McKinney's Pub, Ltd. dba Chief O'Neill's Pub & Restaurant",3471 N. Elston Ave.,Kennedy/Kimball,2014-11-03T00:00:00.000,135000.0,100000.0,"canopy and scaffold expenses, permit expenses, architectural expenses, City Design Guideline compliant masonry repairs to exterior and faÃ§ade, roofing","[41.9445102, -87.7055353]",-87.7055353,41.9445102
1541,"Hallberg-Valek Agency, Ltd.",3105 W. 111th St.,111th/Kedzie,2014-11-04T00:00:00.000,4100.0,2050.0,"removal of 1,104 SF of deteriorated asphalt, repair damaged electrical conduit under stone base, regrade lot, and resurface lot with 1.5"" bituminous binder","[41.6914373, -87.698706]",-87.698706,41.6914373
1542,"Kelly Rauch, LLC dba Twice",5450 W. Belmont Ave.,Belmont/Central,2014-11-04T00:00:00.000,10900.0,6540.0,new boiler and hot water heater,"[41.938884, -87.763611]",-87.763611,41.938884
1543,"Atomic Imaging/Adama, LLC/Golan Productions",1501 N Magnolia,North Branch South,2014-11-04T00:00:00.000,107438.0,20402.5,new solar panel electrical improvements,"[41.9093902, -87.6587694]",-87.6587694,41.9093902
1544,"House of Hair, Inc.",4761 N. Milwaukee Ave.,Jefferson Park,2014-11-05T00:00:00.000,6500.0,4875.0,new shed awning,"[41.96709329999999, -87.7599413]",-87.7599413,41.96709329999999
1545,Oriental Kitchen Corp,223 N Justine,Kinzie Industrial,2014-11-05T00:00:00.000,125000.0,48017.0,"excavation of concrete floors and removal of old plumbing; installation of new underground plumbing with copper piping, new sink fixtures, floor drains and grease traps; installation of new panel walls and insulated ceiling tiles; new pitched concrete floors with insulation; installation of new walk-in cooler and freezers with proper venting and refrigeration connections","[41.8860794, -87.6651722]",-87.6651722,41.8860794
1546,The Roscoe Company,3535 W. Harrison St.,Midwest,2014-11-06T00:00:00.000,35729.0,17864.5,"remainder of the roofing work from Phase I of the project (patching and repairs, removal of defunct rooftop equipment, cleaning and resealing of flashings, tuckpointing and masonry repairs on parapet walls) and HVAC work including replacement of furnace, condenser and coils, with venting through roof and replacement of rooftop condenser unit","[41.8733269, -87.7142537]",-87.7142537,41.8733269
1547,Beyond Design Inc,4521 N Ravenswood,Ravenswood,2014-11-07T00:00:00.000,109271.5,54635.75,"installation of a 53-panel, grid-connected 13.25 kW photovoltaic array on the rooftop with all associated electrical work and roofing repairs; creation of three openings in a masonry wall for three glass block windows, a lintel support beam and limestone sills; permanent landscaping including removal of failing trees and plants, creation of landscaping beds and installation of new trees, bushes and plants; and remodeling of interior shop area including demolition, new drywall, new drop ceiling, electrical work, patching, painting and finishing","[41.963914, -87.673585]",-87.673585,41.963914
1548,Hemina Patel State Farm Insurance,3837 N Western,Western Avenue South,2014-11-14T00:00:00.000,24310.0,17196.3,"permanent security items, new interior and exterior lighting, new solar panel electrical improvements, ADA-accessible chair lift","[41.9515005, -87.68810210000001]",-87.68810210000001,41.9515005
1549,Sean Ghassemi,407 W. North Ave.,Near North,2014-11-14T00:00:00.000,69310.0,48054.23,"renovation of the commercial space in the building basement including demolition of existing concrete floor and pouring new concrete, carpentry and framing for new walls, new ceilings with insulation, new stairwell to chiropractor office on first floor, new vinyl flooring, plumbing and electrical work, painting and finishing; installation of a new HVAC system serving commercial space (only) including 2 new furnaces with condenser, ductwork and wiring; and exterior restoration of entry doorway and doors at front faÃ§ade","[41.9108498, -87.6389525]",-87.6389525,41.9108498
1550,"Bam Auto House, Inc. / Peeple Trans Cab, Inc.",151 N. Cicero Ave.,Madison/Austin,2014-11-14T00:00:00.000,82810.0,62107.5,remove and replace parking lot asphalt,"[41.8835149, -87.7449218]",-87.7449218,41.8835149
1551,"La Fontanella Restaurant, Inc. dba Bacchanalia Restaurant",2413 S. Oakley Ave.,Pilsen Industrial,2014-11-17T00:00:00.000,56000.0,42000.0,"the first stages of a complete faÃ§ade renovation and re-shoring including removal of the existing masonry faÃ§ade, installing a concrete foundation and footing to shore the new faÃ§ade, and installation of steel columns for structural support","[41.8480111, -87.68294739999999]",-87.68294739999999,41.8480111
1552,"Chicago Soccer, Inc.",4839 N. Western Ave.,Western Avenue North,2014-11-19T00:00:00.000,45100.0,22550.0,roofing,"[41.969726, -87.688621]",-87.688621,41.969726
1553,Angels R Us Kidz Academy Inc,3941 S. Indiana Ave,47th/King,2014-11-21T00:00:00.000,88888.88,66666.66,"preparation of the space for daycare build out including demolition of dilapidated flooring, ceilings, walls, and roof joists; installation of new footings and foundation for new structural columns, raising of roof and installation of new parallel beams for structural support; interior and exterior masonry work (patching and tuckpointing, new masonry on east wall); installation of exterior fencing; prep work for new concrete flooring and rough underground plumbing; rough carpentry and framing work","[41.8222186, -87.6212218]",-87.6212218,41.8222186
1554,"Burgundy Restaurant, Inc.",5959 W. Irving Park Rd.,West Irving Park,2014-12-01T00:00:00.000,15856.06,11892.05,"three new storefront systems (doors, glass, frames) for tenant storefronts","[41.952879, -87.776601]",-87.776601,41.952879
1555,"McCathay Timber, Inc.",1529 W. Armitage Ave.,North Branch North,2014-12-02T00:00:00.000,17700.0,8850.0,"Tuck-pointing 
Windows","[41.9179147, -87.66662889999999]",-87.66662889999999,41.9179147
1556,"Marigold, Inc.",8815 S. Dobson Ave.,Stony Island/Burnside,2014-12-04T00:00:00.000,60784.0,11967.25,new wrought iron fence and gate,"[41.7330938, -87.5976889]",-87.5976889,41.7330938
1557,"AR & IR, Inc. dba Mambo Cafe",3336-44 N. Milwaukee Ave.,Avondale,2014-12-11T00:00:00.000,115380.0,57690.0,HVAC; repairs to truss of barrel roof; hardwood flooring; masonry repairs,"[41.9416868, -87.7285514]",-87.7285514,41.9416868
1558,"Essential Elements - Chicago, LTD.",1640 E. 87th St.,Stony Island/Burnside,2014-12-11T00:00:00.000,43603.0,32702.25,"installation of a new recessed storefront system including window display cases, new entry doors, carpeting in recessed area, exterior lighting, and a new masonry knee wall below windows; HVAC improvements including replacement of old furnace with new high efficiency furnace, new HVAC supply lines, new dehumidifier and associated electrical work; weatherization of rear entry door; new carpeting throughout the store, painting and finishing work","[41.737204, -87.58359899999999]",-87.58359899999999,41.737204
1559,"Six Corners Bistro, Inc.",3930 N. Cicero Ave.,Portage Park,2014-12-11T00:00:00.000,102171.59,76628.69,"the balance of the work and expenses for the interior rehabilitation of 3930 N. Cicero for food service functionality: demolition, carpentry, ceilings, tile work, tuckpointing, walls, casing for doors and windows, painting, countertops, electrical, ductwork, lighting, fans and associated roof patching, kitchen hood, walk-in cooler and freezer, plumbing, gas lines, and bathrooms","[41.9526058, -87.74748199999999]",-87.74748199999999,41.9526058
1560,Rickard Circular Folding Company,325 N. Ashland Ave.,Kinzie,2014-12-12T00:00:00.000,48053.06,24026.53,demolition of old windows and replacement with new windows; resurfacing and striping of parking lot; four (4) permanent large diameter circulation fans (materials only),"[41.8871122, -87.6668313]",-87.6668313,41.8871122
1561,Chicagoland Beverage,2042-2056 W Walnut,Kinzie,2014-12-15T00:00:00.000,78392.0,39196.0,"roofing, concrete ramp demolition","[41.886105, -87.67898]",-87.67898,41.886105
1562,"AMK Market, INC DBA Sun Fresh Market And Deli",3640 N. Central Ave,Belmont Central,2014-12-15T00:00:00.000,17495.78,13121.84,lighting and electrical work,"[41.946995, -87.766953]",-87.766953,41.946995
1563,Amy's Candy Bar,4704 N Damen,Western Avenue North,2014-12-16T00:00:00.000,8950.0,6712.5,HVAC,"[41.96712610000001, -87.6793567]",-87.6793567,41.96712610000001
1564,Bloom Quintero Realty Co.,10511 S Ewing Ave,Ewing Avenue,2014-12-16T00:00:00.000,28975.0,21731.25,"replacement of aluminum storefront, masonry including replacement of bricks, remove and replace spandrel, replacement of steel beam, re-install copings, caulking, and roofing repairs as needed","[41.7041533, -87.53504889999999]",-87.53504889999999,41.7041533
1565,"Kauser's Salon and Spa, LLC","3533 N. Western Ave., Unit B",Western Avenue South,2014-12-17T00:00:00.000,67900.0,50000.0,"renovating the storefront by expanding the window opening in a masonry wall and installing a new channel letter sign above the entry; HVAC improvements including raising the existing HVAC unit so it is above new suspended ceiling, extending new ductwork with all new vents in newly built soffits; electrical work including all new wiring and new light fixtures (pendant lights and recessed can lights in soffits); interior carpentry including new drywall and a new suspended ceiling; repairs to hardwood flooring; painting and finishing work on interior and exterior of salon","[41.9458393, -87.6878243]",-87.6878243,41.9458393
